spatial_node_id,latitude,longitude,police_station,address
57.0,12.968564650000001,77.57002075,Chamarajpet,"1st Cross Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
58.0,12.983844025,77.52884625499999,Kamakshipalya,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
59.0,12.961796358333332,77.513522725,Jnanabharathi,"Dr Rajkumar Puniya Bhoomi Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
62.0,12.9272074,77.6796267,Bellandur,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
64.0,13.2674245,77.7196477,Devanahalli Airport,"Srinagar Kanyakumari Highway, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)"
65.0,12.945199639999998,77.49536212000001,Jnanabharathi,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
66.0,12.9873133,77.6163481,Pulikeshinagar(F.Town),"St John Road, Field Marshal Manekshaw Enclave, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
67.0,12.962188671428573,77.56407865714286,Chamarajpet,"Mysore Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
68.0,12.942498025,77.62270335,Adugodi,"Srinivagilu Main Road, Godavari Block, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)"
69.0,12.8482637,77.6713737,Electronic City,"4th Main Road, Abbaiah Reddy Layout, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
70.0,12.966963772916666,77.607735855,Ashok Nagar,"Museum Road, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)"
71.0,13.0253205,77.6400845,Banaswadi,"5th A Cross Road, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)"
72.0,12.855839824,77.664729044,Electronic City,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
73.0,12.966161956338029,77.58576382253521,Halasuru Gate,"Nrupatunga Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
74.0,12.97456025,77.56605985,Magadi Road,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)"
75.0,12.947798813333334,77.53405099666666,Byatarayanapura,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)"
77.0,13.0068521,77.59259225,R.T. Nagar,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
82.0,13.036027444347825,77.58879187608696,Kodigehalli,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
85.0,12.923796140000002,77.55359054,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
86.0,12.95864055,77.59319740000001,Halasuru Gate,"KH Road, Sri Jai Maruthi Eat Out Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
89.0,12.922119077222222,77.61971781666666,Madiwala,"Madiwala Underpass, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)"
90.0,13.0331905,77.5901915,Hebbala,"Anand Nagar Main Road, AGS Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
91.0,12.9358395,77.6149327,Adugodi,"1st B Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
94.0,12.912865606666665,77.62535699333334,HSR Layout,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
95.0,12.989302472340427,77.50654764255319,Kamakshipalya,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
96.0,13.017538910499999,77.55868343825,Yeshwanthpura,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
97.0,12.9392829,77.5596125,Basavanagudi,"5th Cross Road, 2nd Block, Ashok Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
98.0,12.955500990654205,77.54708511158877,Byatarayanapura,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
99.0,13.049271675,77.49546347500001,Peenya,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)"
100.0,12.839799925,77.6770451875,Electronic City,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
101.0,12.9133942,77.6001199,Mico Layout,"Bannerghatta Main Road, Mantri Elegance Shopping Mall, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
103.0,13.116399075,77.607923525,Yelahanka,"Bellary Road, North Gate Office Park Phase 3, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
104.0,13.0468824,77.5756714,Kodigehalli,"Gundappa Road, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
105.0,13.0427601,77.591429425,Hebbala,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
106.0,13.01619655,77.70934815,K.R. Pura,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
108.0,12.9901791,77.5929688,High ground,"16th Main Road, Police Quarters, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
109.0,12.93848535,77.69784465,HAL Old Airport,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
111.0,12.916975166666667,77.58866793333333,Jayanagara,"Silk Board Double Decker Flyover, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
112.0,12.915603925000001,77.56528685,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Bhawani Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
115.0,12.92434315,77.6492068,HSR Layout,"Agara Junction Flyover, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
116.0,12.9641312,77.6261077,Halasur,"Old Airport Road, Golden Jubilee Complex, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
117.0,12.869822607777778,77.65328452888889,Electronic City,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
118.0,12.976447133333332,77.6015926,Cubbon Park,"AH 43, Anil Kumble Chowk, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
119.0,12.921527725,77.661770225,Bellandur,"1st Cross Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)"
120.0,12.983856,77.577635,High ground,"Dr MH Ambarish Road, Madhavanagar Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
121.0,12.979579975,77.51060587500001,Jnanabharathi,"Kengeri Main Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
122.0,13.0228566,77.6012317,R.T. Nagar,"2nd Cross Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
124.0,13.0079356,77.52678825000001,Rajajinagar,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
125.0,13.150794566666667,77.61992523333333,Chikkajala,"Bengaluru Bellary Road, Hunsemarrenhalli Junction, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)"
126.0,13.1213994,77.6180718,Yelahanka,"Bagaluru Main Road, Krishna Shelton, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
127.0,12.976021766666667,77.56452801666667,Magadi Road,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
128.0,12.9641607,77.57019585,Chamarajpet,"BGS Flyover, Jolly Mohalla, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
129.0,12.9124656,77.5805324,J.P. Nagar,"5th Cross Road, TMC Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
130.0,12.923116866666666,77.65678893333335,Bellandur,"Outer Ring Road, SM Industrial Estate, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
131.0,12.888586974999999,77.640084825,Electronic City,"Electronics City Flyover, AM Industrial Estate, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
132.0,12.9840091,77.57472410000001,Sheshadripuram,"Padmabhushan Dr RK Srikantan Road, Kalpataru Kalpavriksha, Madhava Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
134.0,13.0436683,77.6067467,Hebbala,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
135.0,13.017118508333333,77.58409080645833,Sadashivanagar,"Bellary Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
136.0,12.962851879999999,77.64161786,Jeevanbheemanagar,"Domlur Inner Ring Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
137.0,13.096722846428571,77.59779873214286,Yelahanka,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
139.0,12.9747138,77.5487765,Magadi Road,"G Narayana Kumar Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
140.0,12.9162843,77.6155072,Madiwala,"Outer Ring Road, 29th BTM Road Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
141.0,13.161573975,77.62716074,Chikkajala,"Bengaluru Bellary Road, Vidyanagar Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)"
142.0,12.855997566666666,77.5888951,Hulimavu,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
143.0,12.944938892857142,77.59641394285714,Wilson Garden,"Hosur Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
144.0,13.041930211864406,77.54878634406779,Jalahalli,"Outer Ring Road, CQAE Staff Quarters, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
145.0,12.95981285,77.64836821666667,Jeevanbheemanagar,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
146.0,12.9197329,77.5835635,Jayanagara,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
147.0,12.987076109090909,77.519682,Kamakshipalya,"1st Cross Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)"
150.0,13.0444629,77.6433744,Hennuru,"Hennur Main Road, KBM Shariff Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
151.0,12.967970666666668,77.56800626666667,Chamarajpet,"Dr TCM Royan Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
152.0,12.989819149999999,77.57207745,Sheshadripuram,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
155.0,12.9013118,77.6322397,Madiwala,"Hosur Road, Garvebavipalya Junction, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
156.0,12.971819433333332,77.61946978333333,Halasur,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
157.0,13.038563966666667,77.62529496666667,K.G. Halli,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
160.0,12.96455315,77.57368765000001,Chamarajpet,"BGS Flyover, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
163.0,13.0174102,77.55384043333333,Yeshwanthpura,"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
168.0,12.9441328,77.5010682,Jnanabharathi,"Mariyappanapalya Main Road, Dhanvanthri Layout, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
173.0,13.034994213333333,77.52849633333334,Peenya,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
174.0,12.92335,77.58296,Jayanagara,"36th Cross Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
175.0,12.939072732222222,77.69489973777779,HAL Old Airport,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
177.0,13.08160315,77.54821085,Yelahanka,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)"
178.0,13.014627058333334,77.57195706666667,Sadashivanagar,"CV Raman Road, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)"
179.0,12.8193862,77.6890097,Electronic City,"Hosur Road, Muthurayappa Estate, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)"
180.0,12.9697862,77.7499252,Whitefield,"SH 35, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
181.0,12.9228111,77.7365506,Whitefield,"Varthur Main Road, Vahe Imperial Gardens, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)"
182.0,12.972199966666667,77.59407141666667,Cubbon Park,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
183.0,12.926170500000001,77.67697655,Bellandur,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
184.0,13.007019886666667,77.58394558666667,Sadashivanagar,"Sri Ramana Maharshi Road, Palace Ground, Jayamahal, Bengaluru, Karnataka. Pin-560080 (India)"
185.0,12.933361975,77.68881475,HAL Old Airport,"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
186.0,12.836608466666666,77.6789569,Electronic City,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
187.0,12.9163829,77.61216834999999,Mico Layout,"20th Main Road, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)"
189.0,13.0783123,77.5921644,Yelahanka,"Bellary Road, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)"
190.0,12.96180545,77.63061623333333,Halasur,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
191.0,12.9201367,77.6653608,Bellandur,"Sarjapura Main Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)"
194.0,13.05671035,77.59407125,Hebbala,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
195.0,12.9827733,77.5622665,Sheshadripuram,"3rd Main Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)"
198.0,12.9556047,77.6914427,HAL Old Airport,"A Main Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
199.0,13.010387722222223,77.58364095555555,Sadashivanagar,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
200.0,13.0765828,77.5928422,Yelahanka,"Bellary Road, Century Horizon, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)"
202.0,12.935882025,77.513006225,Jnanabharathi,"Mysore Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
204.0,13.019650822222221,77.70895703333333,K.R. Pura,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
205.0,12.913770779999998,77.67796383999999,Bellandur,"Amrutha College Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)"
206.0,13.001449475,77.61213137499999,Pulikeshinagar(F.Town),"Netaji Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
207.0,12.9058528,77.58580383,J.P. Nagar,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
209.0,12.9753451375,77.5754732875,Upparpet,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
211.0,12.9714709,77.50733265,Jnanabharathi,"Kengeri Main Road, Block 11, Marilingappa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
212.0,12.974160557142856,77.5700255,Chamarajpet,"Dr TCM Royan Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
213.0,13.0217783,77.6490837,Banaswadi,"MBT Road, Nanjappa Garden, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)"
214.0,12.9354371,77.536311,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
216.0,13.041540614285713,77.61547217142856,Hennuru,"MBT Road, Ebisu Tech Park, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
217.0,13.07223624,77.5929059,Yelahanka,"Bellary Road, Century Horizon, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)"
218.0,12.94187180909091,77.74712351818181,Whitefield,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)"
219.0,12.936303475,77.70544687499999,HAL Old Airport,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)"
221.0,12.97726717,77.75125437,Whitefield,"Vijayanagar Road, Inner Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
222.0,13.10980055,77.60362657499999,Yelahanka,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
223.0,13.0386532,77.5740578,Kodigehalli,"Dr Rajgopal Road, Basappa Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
224.0,12.9888963,77.4990903,Kamakshipalya,"Magadi Main Road, Janapriya Bharat Enclave, Sri Venkateshwara Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
226.0,12.9609302,77.63815701666667,Halasur,"Old Airport Road, Dr Rajkumar Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
227.0,12.9714236,77.5979847,Cubbon Park,"Sri ML Subbaraju Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
228.0,13.009015019047618,77.69545374761904,K.R. Pura,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
232.0,12.995951088999998,77.667675856,Mahadevapura,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
234.0,13.121834411111111,77.61086791111111,Yelahanka,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
235.0,12.9329717,77.5086981,Jnanabharathi,"Mysore Road, Grand Gandharva, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)"
236.0,12.9651,77.5350967,Vijayanagara,"Chord Road, Remco Housing Cooperative Society, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)"
237.0,12.997975,77.553098,Rajajinagar,"80 Feet Ring Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
238.0,13.049889675,77.59357875,Hebbala,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
239.0,12.99319455,77.6072178,Pulikeshinagar(F.Town),"Haines Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
240.0,13.048405866666668,77.64538546666667,Hennuru,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
241.0,12.99480045,77.7577712,Mahadevapura,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)"
242.0,12.938787166666666,77.59832083333333,Wilson Garden,"Hosur Road, Hombegowda Nagar, Bengaluru, Karnataka. Pin-560029 (India)"
243.0,12.84050935,77.65196295,Electronic City,"Neeladri Road, Concord Silicon Valley, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
244.0,13.0082175,77.5718546,Sadashivanagar,"Sankey Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
245.0,12.99992377,77.6756627,Banaswadi,"MBT Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
248.0,12.980498583333334,77.57076035555555,Chamarajpet,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)"
