spatial_node_id,police_station,address,total_historical_impact,H_Score
54.0,Jayanagara,"46th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",9.39,0.16203623813632442
59.0,Jnanabharathi,"Dr Rajkumar Puniya Bhoomi Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",9.225,0.15918895599654873
42.0,Byatarayanapura,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",9.15,0.15789473684210525
39.0,Yeshwanthpura,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",8.75,0.15099223468507333
35.0,Peenya,"Mumbai Bengaluru Highway, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",8.35,0.14408973252804141
393.0,Halasuru Gate,"Lal Bagh Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",8.075000000000001,0.13934426229508198
178.0,Sadashivanagar,"CV Raman Road, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",7.995,0.13796376186367557
291.0,HAL Old Airport,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",7.86,0.1356341673856773
484.0,Yeshwanthpura,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",7.75,0.13373597929249353
253.0,Jnanabharathi,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",7.725,0.13330457290767903
11.0,Byatarayanapura,"Dr Rajkumar Puniya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",7.3500000000000005,0.12683347713546161
173.0,Peenya,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",7.3500000000000005,0.12683347713546161
44.0,High ground,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",6.98,0.12044866264020708
100.0,Electronic City,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",6.74,0.11630716134598792
546.0,High ground,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",6.625,0.11432269197584123
372.0,High ground,"Kumar Krupa Road, Dr Hardikar Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",6.55,0.11302847282139775
563.0,V.V.Puram (C.Pet),"KR Main Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",5.99,0.10336496980155306
332.0,Jeevanbheemanagar,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",5.8500000000000005,0.1009490940465919
337.0,Peenya,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",5.775,0.0996548748921484
175.0,HAL Old Airport,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",5.71,0.09853321829163071
147.0,Kamakshipalya,"1st Cross Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",5.5,0.09490940465918896
117.0,Electronic City,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",5.45,0.09404659188955997
257.0,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Sterling Terraces Apartment, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",5.3500000000000005,0.09232096635030199
245.0,Banaswadi,"MBT Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",5.3500000000000005,0.09232096635030199
232.0,Mahadevapura,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",5.25,0.09059534081104399
209.0,Upparpet,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",5.25,0.09059534081104399
754.0,Jalahalli,"Rajatha Bhavana Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",5.2,0.08973252804141502
212.0,Chamarajpet,"Dr TCM Royan Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",5.1,0.08800690250215702
587.0,Upparpet,"Kempegowda Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",5.0,0.08628127696289904
354.0,Wilson Garden,"KH Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",4.8999999999999995,0.08455565142364106
241.0,Mahadevapura,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",4.675,0.08067299396031061
25.0,Cubbon Park,"Infantry Road, Income Tax Colony, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4.65,0.08024158757549613
67.0,Chamarajpet,"Mysore Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",4.6000000000000005,0.07937877480586714
199.0,Sadashivanagar,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",4.565,0.07877480586712683
414.0,Sheshadripuram,"Old Mysore Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",4.55,0.07851596203623813
368.0,Yelahanka,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",4.5,0.07765314926660914
260.0,Jeevanbheemanagar,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",4.46,0.07696289905090595
687.0,Sheshadripuram,"Anjaneya Temple Street, Krishna Block, Malleshwaram, Bengaluru, Karnataka. Pin-560020 (India)",4.45,0.07679033649698015
317.0,Cubbon Park,"Cubbon Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4.45,0.07679033649698015
379.0,K.S. Layout,"Amruth Nagar Main Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",4.45,0.07679033649698015
234.0,Yelahanka,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",4.45,0.07679033649698015
207.0,J.P. Nagar,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",4.4,0.07592752372735116
434.0,K.R. Pura,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",4.375,0.07549611734253667
190.0,Halasur,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",4.35,0.07506471095772216
72.0,Electronic City,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",4.125,0.07118205349439172
51.0,Jnanabharathi,"Kengeri Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",4.0,0.06902502157031924
652.0,Sheshadripuram,"Deena Seva Sangh Road, RV Shetty Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",4.0,0.06902502157031924
258.0,Jnanabharathi,"60 Feet Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",3.9250000000000003,0.06773080241587576
65.0,Jnanabharathi,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",3.9,0.06729939603106125
53.0,Shivajinagar,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3.8600000000000003,0.06660914581535807
1219.0,Jalahalli,"Rajatha Bhavana Road, BEL Colony, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",3.825,0.06600517687661778
19.0,Madiwala,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",3.8000000000000003,0.06557377049180328
43.0,HAL Old Airport,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3.66,0.06315789473684211
824.0,Banashankari,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3.6500000000000004,0.06298533218291631
226.0,Halasur,"Old Airport Road, Dr Rajkumar Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3.615,0.062381363244176015
407.0,Halasuru Gate,"Raja Ram Mohan Roy Road, SKAV 909, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3.52,0.06074201898188093
75.0,Byatarayanapura,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",3.45,0.059534081104400345
680.0,Upparpet,"Palace Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",3.375,0.05823986194995685
156.0,Halasur,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3.3000000000000003,0.056945642795513375
840.0,Adugodi,"Bannerghatta Main Road, Mythreyi Naimisha, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",3.2750000000000004,0.05651423641069888
205.0,Bellandur,"Amrutha College Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",3.275,0.05651423641069887
121.0,Jnanabharathi,"Kengeri Main Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",3.275,0.05651423641069887
295.0,Hennuru,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",3.25,0.05608283002588438
363.0,Whitefield,"HAL Airport Road, DSR Vertex Apex, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",3.25,0.05608283002588438
582.0,Jayanagara,"25th Cross Road, 22nd Cross 4th Main Road Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",3.1900000000000004,0.0550474547023296
502.0,Hennuru,"Hennur Main Road, Atel Munishamappa Garden, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",3.09,0.053321829163071606
2.0,Wilson Garden,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",3.0,0.05176876617773943
481.0,HAL Old Airport,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",3.0,0.05176876617773943
384.0,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3.0,0.05176876617773943
653.0,Sheshadripuram,"Sri Venkataranga Iyengar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",3.0,0.05176876617773943
809.0,Halasur,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3.0,0.05176876617773943
630.0,Kamakshipalya,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",2.9899999999999998,0.051596203623813626
182.0,Cubbon Park,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2.95,0.05090595340811044
419.0,K.G. Halli,"MBT Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",2.95,0.05090595340811044
575.0,K.S. Layout,"Subramanyapura Main Road, Veerabhadra Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",2.9,0.05004314063848145
625.0,Jayanagara,"30th Cross Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",2.825,0.04874892148403796
469.0,Wilson Garden,"Hosur Road, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",2.8150000000000004,0.04857635893011217
612.0,Banaswadi,"1st Main Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",2.8000000000000003,0.04831751509922347
127.0,Magadi Road,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",2.75,0.04745470232959448
106.0,K.R. Pura,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",2.73,0.04710957722174288
4.0,Wilson Garden,"Lalbagh Fort Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",2.725,0.04702329594477998
437.0,Sheshadripuram,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",2.6500000000000004,0.0457290767903365
661.0,Banashankari,"Subramanyapura Main Road, Teachers Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",2.6500000000000004,0.0457290767903365
1168.0,Yeshwanthpura,"MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",2.64,0.045556514236410696
99.0,Peenya,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",2.64,0.045556514236410696
472.0,Yelahanka,"Bellary Road, Krishnaja Avenue, Maruthi Nagar, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",2.55,0.04400345125107851
513.0,K.R. Pura,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",2.55,0.04400345125107851
132.0,Sheshadripuram,"Padmabhushan Dr RK Srikantan Road, Kalpataru Kalpavriksha, Madhava Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2.54,0.043830888697152716
968.0,Wilson Garden,"Hosur Road, NIMHANS Junction, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",2.5199999999999996,0.04348576358930111
569.0,Banaswadi,"MBT Road, Vijaya Bank Colony, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",2.5,0.04314063848144952
428.0,K.R. Pura,"MBT Road, MC Sarovar Apartment, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",2.475,0.04270923209663503
277.0,Halasur,"Cambridge Road, Nanavali Dargah, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",2.475,0.04270923209663503
321.0,HAL Old Airport,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",2.45,0.04227782571182054
45.0,Malleshwaram,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2.45,0.04227782571182054
626.0,Sadashivanagar,"CV Raman Circle, CV Raman Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",2.45,0.04227782571182054
26.0,Mico Layout,"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",2.45,0.04227782571182054
136.0,Jeevanbheemanagar,"Domlur Inner Ring Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2.45,0.04227782571182054
206.0,Pulikeshinagar(F.Town),"Netaji Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",2.44,0.042105263157894736
216.0,Hennuru,"MBT Road, Ebisu Tech Park, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",2.41,0.04158757549611734
499.0,Yelahanka,"Dodda Ballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",2.375,0.040983606557377046
638.0,Rajajinagar,"Dr Rajkumar Puniya Bhoomi Road, Block 1, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2.365,0.04081104400345125
261.0,Hennuru,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",2.36,0.040724762726488346
553.0,Kengeri,"2nd Main Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",2.29,0.039516824849007766
498.0,K.R. Pura,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",2.275,0.039257981018119066
68.0,Adugodi,"Srinivagilu Main Road, Godavari Block, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",2.275,0.039257981018119066
519.0,Sheshadripuram,"Harekrishna Road, Tele Communication Employees Cooperative Society Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2.275,0.039257981018119066
256.0,Wilson Garden,"Hosur Road, Dr Ambedkar Social Welfare Association, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",2.275,0.039257981018119066
85.0,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",2.25,0.03882657463330457
327.0,Magadi Road,"80 Feet Ring Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2.25,0.03882657463330457
488.0,Bellandur,"Outer Ring Road, Sobha Hibiscus, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",2.2,0.03796376186367558
105.0,Hebbala,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",2.2,0.03796376186367558
685.0,Jeevanbheemanagar,"Old Madras Road, BDA Complex, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2.2,0.03796376186367558
112.0,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Bhawani Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",2.2,0.03796376186367558
440.0,Ashok Nagar,"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2.2,0.03796376186367558
3.0,Sadashivanagar,"13th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",2.19,0.03779119930974978
219.0,HAL Old Airport,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",2.175,0.03753235547886108
185.0,HAL Old Airport,"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2.1500000000000004,0.0371009490940466
390.0,Rajajinagar,"Dr Rajkumar Puniya Bhoomi Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2.1,0.0362381363244176
242.0,Wilson Garden,"Hosur Road, Hombegowda Nagar, Bengaluru, Karnataka. Pin-560029 (India)",2.075,0.035806729939603106
14.0,Halasur,"Old Madras Road, A Nanjappa Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2.0650000000000004,0.03563416738567731
55.0,Banaswadi,"2nd Cross Road, Horamavu Junction, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",2.06,0.035547886108714406
604.0,Electronic City,"Electronics City Flyover, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",2.06,0.035547886108714406
781.0,Halasur,"Victoria Road, ASC Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",2.0,0.03451251078515962
570.0,Sheshadripuram,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2.0,0.03451251078515962
239.0,Pulikeshinagar(F.Town),"Haines Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2.0,0.03451251078515962
268.0,Banashankari,"9th Main Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",2.0,0.03451251078515962
347.0,Upparpet,"Seshadri Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2.0,0.03451251078515962
243.0,Electronic City,"Neeladri Road, Concord Silicon Valley, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",2.0,0.03451251078515962
388.0,Peenya,"1st Cross Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",2.0,0.03451251078515962
1065.0,Jalahalli,"SM Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",2.0,0.03451251078515962
86.0,Halasuru Gate,"KH Road, Sri Jai Maruthi Eat Out Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",2.0,0.03451251078515962
806.0,Yelahanka,"DVN MD 6, Assetz The Secret Lake, Devanahalli, Bengaluru Rural District, Karnataka. Pin-562110 (India)",2.0,0.03451251078515962
1235.0,Chikkabanavara,"Hesaraghatta Main Road, Chikkabanavara, Bengaluru, Karnataka. Pin-560090 (India)",2.0,0.03451251078515962
391.0,Cubbon Park,"Kasturba Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2.0,0.03451251078515962
152.0,Sheshadripuram,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2.0,0.03451251078515962
825.0,Pulikeshinagar(F.Town),"Haines Road, Prestige Deja Vu, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",2.0,0.03451251078515962
682.0,Shivajinagar,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2.0,0.03451251078515962
688.0,K.S. Layout,"Subramanyapura Main Road, Komarla Brigade Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",2.0,0.03451251078515962
289.0,K.S. Layout,"Subramanyapura Main Road, Muneshwara Nagar, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",2.0,0.03451251078515962
24.0,Wilson Garden,"12th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",1.99,0.03433994823123382
958.0,Jnanabharathi,"Kengeri Main Road, Vishveshwarya Layout, Mallathahalli, Bengaluru, Karnataka. Pin-560056 (India)",1.99,0.03433994823123382
444.0,Madiwala,"Hosur Road, Bhuvanappa Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",1.9500000000000002,0.03364969801553063
333.0,Kamakshipalya,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",1.9500000000000002,0.03364969801553063
103.0,Yelahanka,"Bellary Road, North Gate Office Park Phase 3, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1.9500000000000002,0.03364969801553063
131.0,Electronic City,"Electronics City Flyover, AM Industrial Estate, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",1.9500000000000002,0.03364969801553063
589.0,Halasuru Gate,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",1.9000000000000001,0.03278688524590164
324.0,Halasuru Gate,"1st Cross Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",1.9000000000000001,0.03278688524590164
542.0,Peenya,"Mumbai Bengaluru Highway, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",1.9000000000000001,0.03278688524590164
202.0,Jnanabharathi,"Mysore Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",1.9000000000000001,0.03278688524590164
142.0,Hulimavu,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",1.9000000000000001,0.03278688524590164
526.0,Adugodi,"Domlur Inner Ring Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1.9000000000000001,0.03278688524590164
500.0,Chikkajala,"1st Main Road, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",1.9000000000000001,0.03278688524590164
1479.0,Yeshwanthpura,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1.9000000000000001,0.03278688524590164
130.0,Bellandur,"Outer Ring Road, SM Industrial Estate, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",1.9000000000000001,0.03278688524590164
528.0,Halasur,"Lower Agaram Road, Lower Agaram Junction, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",1.9,0.032786885245901634
